id,identity_to_query
UniRef90_A0A3B3DZV3/117-486,0.396
UniRef90_UPI003D9E5E1D/115-524,0.402
UniRef90_A0A7R8WZ31/108-458,0.254
UniRef90_UPI002877F0A4/106-521,0.749
UniRef90_G3VQ55/142-517,0.640
UniRef90_A0AA97JKL3/135-512,0.681
UniRef90_A0AAV7LKE3/3-333,0.212
UniRef90_UPI003704C178/119-501,0.415
UniRef90_Q7ZUU0/140-507,0.394
UniRef90_A0A4W6EUZ2/122-548,0.412
UniRef90_UPI0037424E93/220-617,0.192
UniRef90_A0A6A1Q908/4-336,0.199
UniRef90_UPI0003903F45/11-381,0.661
UniRef90_UPI0027DF4AA1/124-494,0.497
UniRef90_A0A670I7F4/134-500,0.658
UniRef90_A0A8C2V3M5/138-510,0.642
UniRef90_A0A6P7JAJ4/109-490,0.417
UniRef90_A0A8K0WYN2/455-832,0.244
UniRef90_T1DLI8/3-334,0.207
UniRef90_UPI0003903F50/11-381,0.661
UniRef90_UPI003B5040C8/125-493,0.497
UniRef90_A0A3Q2XHD5/122-498,0.404
UniRef90_O02789/146-518,0.632
UniRef90_A0A665UFZ0/133-498,0.497
UniRef90_A0A7F8QZF1/87-465,0.661
UniRef90_A0A9Q1AZN4/97-467,0.627
UniRef90_UPI0007A7190D/109-480,0.365
UniRef90_P09838/138-510,0.661
UniRef90_A0A2P4ZHX3/478-854,0.238
UniRef90_UPI002242BD98/111-494,0.399
UniRef90_Q27958/3-334,0.199
UniRef90_A0AAJ7PRE2/130-500,0.492
UniRef90_UPI003992E5B5/120-522,0.420
UniRef90_A0A8C6A5P8/129-510,0.650
UniRef90_G1Q072/3-334,0.202
UniRef90_A0A6P3GKX2/64-431,0.355
UniRef90_A0A1Y2E309/258-640,0.236
UniRef90_A0AAV7JER1/232-586,0.259
UniRef90_A0AAU9ZZ40/120-495,0.399
UniRef90_A0A395MZ71/441-816,0.220
UniRef90_A0A8C2QCV1/130-519,0.653
UniRef90_A0ABQ8MC11/164-555,0.407
UniRef90_M3ZG06/120-502,0.394
UniRef90_A0A9P8CK39/396-767,0.241
UniRef90_G1PDC9/142-502,0.653
UniRef90_A0A1S3GI13/117-486,0.373
UniRef90_A0A6G1R113/125-500,0.492
UniRef90_A0A366QVY3/441-816,0.220
UniRef90_A0A9B0SV88/129-510,0.663
UniRef90_UPI00375391E2/119-510,0.420
UniRef90_A0A6P3VGY8/115-514,0.425
UniRef90_A0A086SXT2/439-834,0.223
UniRef90_A0A669CR47/103-478,0.497
UniRef90_A0A3Q2D9T0/3-338,0.202
UniRef90_A0A1S3AC31/140-516,0.653
UniRef90_E3QD37/443-817,0.228
UniRef90_P06746/3-334,0.199
UniRef90_A0A395T4X4/444-814,0.225
UniRef90_A0A423VJS2/432-820,0.256
UniRef90_UPI0023EBF2AE/136-505,0.417
UniRef90_UPI0035B255F7/118-512,0.399
UniRef90_UPI00293122D2/125-505,0.661
UniRef90_A0A452DR07/133-501,0.653
UniRef90_A0AA39GS51/436-816,0.231
UniRef90_A0AB32U0K9/68-432,0.394
UniRef90_UPI0038317D55/247-597,0.228
UniRef90_UPI0015AE2753/124-511,0.438
UniRef90_A0A4U6XCW5/446-820,0.225
UniRef90_UPI00265DB6D6/136-510,0.642
UniRef90_A0A8C4PS47/202-571,0.383
UniRef90_A0ABR3VF98/219-618,0.194
UniRef90_UPI003D9E8249/123-497,0.490
UniRef90_A0A8H5TLU7/430-805,0.233
UniRef90_A0A4W4H650/117-499,0.420
UniRef90_A0AAV1G0J7/127-499,0.490
UniRef90_L2GGX3/430-807,0.220
UniRef90_UPI001BE71272/126-542,0.417
UniRef90_A0A6P3F6G7/129-498,0.383
UniRef90_A0A3B4YYZ8/136-498,0.487
UniRef90_UPI003BF9F12E/137-541,0.456
UniRef90_A0A3Q0S9E7/118-495,0.394
UniRef90_A0A8H4UW71/430-806,0.228
UniRef90_A0A7N5ZXU0/82-449,0.490
UniRef90_A0A9Q1EIN8/116-511,0.438
UniRef90_A0A9P8WEE1/447-822,0.231
UniRef90_A0A3Q2IBC4/90-454,0.381
UniRef90_A0A8B9BAE8/3-334,0.197
UniRef90_UPI002AC83360/47-423,0.642
UniRef90_A0A816MI08/191-542,0.225
UniRef90_A0A2I4C8W0/119-506,0.394
UniRef90_A0AAN9U3A6/336-724,0.236
UniRef90_A0A665V0Q4/117-489,0.407
UniRef90_A0A5N3VQX6/142-517,0.642
UniRef90_UPI00112D0C03/130-514,0.645
UniRef90_UPI003D1871CB/111-485,0.368
UniRef90_A0A6P7Y6R0/128-509,0.635
UniRef90_A0ABM1JYE4/142-517,0.676
UniRef90_UPI0039948C9B/119-524,0.415
UniRef90_A0AAE0MKY9/422-807,0.238
UniRef90_A0A8T0BXR3/129-501,0.523
UniRef90_A0A6P8QHF1/135-515,0.630
UniRef90_A0A9N9V5T0/465-838,0.241
UniRef90_A0AAV6R2P7/120-528,0.407
UniRef90_A0A3P9LUQ6/3-337,0.202
UniRef90_A0A1S3FAV4/140-510,0.663
UniRef90_UPI00033449BA/132-510,0.645
UniRef90_A0AAN6YCD3/416-809,0.225
UniRef90_UPI00210F3DC2/142-521,0.637
UniRef90_UPI002F2B244E/122-511,0.440
UniRef90_UPI001FB6DE23/127-497,0.482
UniRef90_A0AAV1PWY5/112-515,0.399
UniRef90_A0AAN9UDJ4/232-612,0.241
UniRef90_UPI00351FB82F/109-526,0.409
UniRef90_A0A6G1QHB6/114-531,0.409
UniRef90_UPI003B83A199/115-510,0.422
UniRef90_UPI00355BADB2/133-531,0.479
UniRef90_A0A3P8VDU8/118-531,0.420
UniRef90_Q6DRD3/2-335,0.202
UniRef90_A0A3Q3G7X3/121-533,0.417
UniRef90_UPI0037449080/316-681,0.233
UniRef90_A0A8C6QYA4/139-518,0.666
UniRef90_UPI00188FF5ED/124-492,0.373
UniRef90_A0A9P5ACH4/988-1364,0.231
UniRef90_A0A8D2J5I3/133-505,0.658
UniRef90_UPI0018876A4B/13-343,0.256
UniRef90_A0AAN7X0C2/116-521,0.420
UniRef90_UPI00355A906B/134-522,0.477
UniRef90_A0A1Y1XD77/7-369,0.228
UniRef90_UPI002FD7E3E5/135-514,0.658
UniRef90_A0A7J8HCN4/123-489,0.376
UniRef90_W5U8U3/126-501,0.526
UniRef90_UPI002F352A20/116-510,0.415
UniRef90_A0A8H4P0X6/430-806,0.231
UniRef90_A0A9P9FIA5/449-824,0.218
UniRef90_UPI00398EE368/135-523,0.570
UniRef90_A0A9P7NC87/493-873,0.233
UniRef90_A0ABR1HW31/448-826,0.223
UniRef90_F6STA6/3-334,0.197
UniRef90_UPI002100FA02/12-350,0.256
UniRef90_UPI003B50A9DB/120-505,0.422
UniRef90_A0A3B3R809/3-334,0.199
UniRef90_A0A066XLR4/464-836,0.225
UniRef90_A0A3Q4B4L4/129-507,0.415
UniRef90_A0A1Q8S3G2/433-805,0.223
UniRef90_A0A1B8B1U2/435-810,0.225
UniRef90_UPI003463EFBC/127-507,0.453
UniRef90_UPI002241BB5E/117-494,0.386
UniRef90_UPI001C054282/120-516,0.402
UniRef90_A0A7L1M9I8/3-334,0.199
UniRef90_UPI00140F9A95/132-509,0.653
UniRef90_A0A670Z234/122-511,0.417
UniRef90_UPI0035CC6CD2/125-500,0.495
UniRef90_A0A8T2LDA1/3-335,0.202
UniRef90_A0A671TNP6/114-503,0.422
UniRef90_UPI00064F52FE/127-504,0.632
UniRef90_UPI0018AD0B8A/120-491,0.495
UniRef90_A0AA88LSJ0/118-500,0.415
UniRef90_A0A9N7USH7/134-565,0.433
UniRef90_O57383/3-333,0.192
UniRef90_A0A9P5H6P1/447-822,0.218
UniRef90_A0AAD9W639/420-804,0.246
UniRef90_UPI00396C70A1/191-580,0.412
UniRef90_Q7SD45/449-844,0.225
UniRef90_A0A6I8NQW8/179-540,0.394
UniRef90_A0A4U5VBN3/131-497,0.487
UniRef90_A0A6Q2YVY6/124-499,0.479
UniRef90_UPI002027669B/150-515,0.650
UniRef90_A0A8D0HCX9/132-504,0.702
UniRef90_A0A507QW92/388-754,0.228
UniRef90_A0A8C9RSG5/136-511,0.443
UniRef90_UPI002AD5A2EA/126-497,0.477
UniRef90_A0A6J2W044/3-335,0.194
UniRef90_A0AA39WMI2/505-895,0.225
UniRef90_A0ABQ0G8K7/209-600,0.197
UniRef90_UPI0000E9BBA9/3-360,0.386
UniRef90_UPI0018E254A7/120-505,0.409
UniRef90_A0A8D3AIJ5/118-565,0.412
UniRef90_UPI00355C2558/156-522,0.238
UniRef90_A0A8D0CPB2/120-515,0.412
UniRef90_G9N6W9/254-622,0.246
UniRef90_A0A6P8RKI2/32-363,0.212
UniRef90_UPI003D680F02/134-506,0.420
UniRef90_A0AAJ0BEN9/192-582,0.212
UniRef90_UPI00187448AC/441-814,0.223
UniRef90_UPI00110D254C/30-401,0.622
UniRef90_A0A8D0GE17/140-514,0.435
UniRef90_UPI0034637212/134-516,0.650
UniRef90_A0AAE0IRF7/438-818,0.228
UniRef90_A0A2N3N1U6/452-830,0.210
UniRef90_A0A8C4SDD3/136-504,0.544
UniRef90_G5ASQ9/119-493,0.386
UniRef90_A0AAY4AWD8/165-527,0.409
UniRef90_UPI0037E77E5B/129-500,0.500
UniRef90_G1SII3/138-510,0.635
UniRef90_UPI00235ADAC3/126-507,0.593
UniRef90_A0A3Q3AXC6/162-564,0.394
UniRef90_A0A813XNS4/151-518,0.241
UniRef90_A0A8C4M0X0/138-518,0.661
UniRef90_F1MPJ5/121-487,0.355
UniRef90_UPI00346287D6/114-510,0.415
UniRef90_L9JG14/128-536,0.666
UniRef90_A0A669Q1E5/3-334,0.197
UniRef90_A0AAE0MKZ4/430-826,0.215
UniRef90_A0A395GK11/351-710,0.223
UniRef90_UPI0003D0935A/140-519,0.391
UniRef90_UPI00189CD0F0/154-519,0.617
UniRef90_A0AAJ7SZC0/270-615,0.251
UniRef90_A0A8B7XM74/3-336,0.223
UniRef90_A0A2L2TIN8/443-816,0.238
UniRef90_A0AAV6GBB2/125-528,0.420
UniRef90_H0WUS0/119-491,0.368
UniRef90_UPI0018763ECD/207-604,0.215
UniRef90_A0A151ND94/3-334,0.197
UniRef90_UPI00073FA959/27-387,0.549
UniRef90_A0AAD9R0N7/201-557,0.233
UniRef90_A0A8C9NTC6/3-334,0.194
UniRef90_UPI001B34F500/133-508,0.630
UniRef90_UPI003A7F57CE/4-337,0.225
UniRef90_A0AAJ0HRA1/209-601,0.215
UniRef90_UPI0014709484/79-519,0.407
UniRef90_A0A3Q3KK89/3-334,0.202
UniRef90_A0A3Q3M282/114-541,0.407
UniRef90_UPI0037514BB5/133-500,0.487
UniRef90_UPI001BD5711F/123-497,0.484
UniRef90_A0AA97LF77/133-511,0.427
UniRef90_A0A6P8URB8/118-523,0.415
UniRef90_A0ABQ0FT43/139-516,0.661
UniRef90_A0A9P9KWW8/430-806,0.223
UniRef90_A0A6A4SYA6/204-516,0.223
UniRef90_A0A3N2PR04/447-848,0.228
UniRef90_A0AAN6S4D9/214-606,0.215
UniRef90_UPI001FB64476/113-493,0.399
UniRef90_UPI00313ADBD1/121-521,0.435
UniRef90_A0AAD9H7B4/400-775,0.231
UniRef90_UPI00223DF71A/175-564,0.451
UniRef90_A0A6G1PAH5/223-527,0.215
UniRef90_A0ABM0RHY2/249-557,0.223
UniRef90_A0A8C2ZU26/3-335,0.210
UniRef90_A0A7L2ITL6/3-334,0.192
UniRef90_H3B3Y9/3-334,0.197
UniRef90_UPI001E8EA857/431-806,0.210
UniRef90_A0A9P8LIV8/310-674,0.244
UniRef90_H3DI66/138-501,0.472
UniRef90_A0A8K1LGQ3/3-334,0.197
UniRef90_A0A166P7M3/448-822,0.223
UniRef90_A0A6A5EPT6/80-448,0.484
UniRef90_A0A556U392/117-507,0.412
UniRef90_G1PJG7/127-489,0.381
UniRef90_A0A3P8SK90/121-531,0.407
UniRef90_UPI003B642403/55-461,0.497
UniRef90_A0A485MVH9/227-537,0.218
UniRef90_A0A423X6C3/420-808,0.262
UniRef90_UPI001D053748/293-667,0.207
UniRef90_UPI0035C0EF43/120-486,0.394
UniRef90_UPI0006C9B3E9/42-373,0.231
UniRef90_A0AAD8G112/107-474,0.554
UniRef90_UPI002FCD202B/147-514,0.674
UniRef90_A0A9P4I427/371-738,0.228
UniRef90_A0AAN6S5S5/463-846,0.220
UniRef90_UPI001C4ACF7A/8-394,0.661
UniRef90_G3NJ88/3-335,0.197
UniRef90_A0A6A5YBX0/244-611,0.223
UniRef90_UPI00189C879A/125-502,0.490
UniRef90_A0AAV9PLN0/292-702,0.202
UniRef90_A0A139HWX0/276-685,0.205
UniRef90_UPI002FD85CA2/126-511,0.430
UniRef90_A0A3Q2R089/129-498,0.474
UniRef90_M3AHI8/103-513,0.210
UniRef90_A0A1L9WW66/232-598,0.220
UniRef90_A0A6A6F852/220-574,0.233
UniRef90_A0A6P7XX35/131-500,0.412
UniRef90_A0AAE0NWW2/445-841,0.220
UniRef90_UPI0034640CB8/129-499,0.557
UniRef90_A0A9D3Q303/122-512,0.433
UniRef90_UPI001CA3084E/3-355,0.199
UniRef90_Q6T422/129-522,0.554
UniRef90_A0A9P8YAP1/220-610,0.233
UniRef90_UPI0039B666C9/263-655,0.218
UniRef90_N1Q5N8/209-562,0.233
UniRef90_A0A667Y5F3/3-335,0.199
UniRef90_A0A6A5UWF6/395-759,0.249
UniRef90_A0A6G0JB12/207-529,0.225
UniRef90_A0A401RY83/181-586,0.497
UniRef90_A0AAD8FUS3/3-334,0.202
UniRef90_A0A3S4ASL0/206-596,0.192
UniRef90_W3XQL7/428-805,0.215
UniRef90_A0AAE0XIG1/409-788,0.241
UniRef90_A0A6P5IE13/141-507,0.407
UniRef90_UPI002AD3C48B/3-341,0.199
UniRef90_A0A319EQC5/27-385,0.218
UniRef90_UPI0018F54D6A/158-519,0.407
UniRef90_A0A3P8QCB1/114-487,0.492
UniRef90_UPI0006433E50/79-454,0.373
UniRef90_UPI0024B55E28/130-498,0.497
UniRef90_A0A0P7BR28/451-824,0.231
UniRef90_A0A3Q2CI94/127-496,0.482
UniRef90_A0A1R3S2V7/190-551,0.212
UniRef90_A0A8C5EGQ5/123-493,0.383
UniRef90_A0A6A6RRZ6/417-771,0.241
UniRef90_UPI00355C40DC/87-473,0.554
UniRef90_UPI0037448B05/356-721,0.220
UniRef90_A0A8J6BKX6/118-491,0.640
UniRef90_A0A232LML8/352-712,0.199
UniRef90_A0AAD1VYN8/148-522,0.383
UniRef90_UPI003AABE33F/130-500,0.490
UniRef90_A0A136JFC5/518-903,0.233
UniRef90_UPI001ED89F66/4-337,0.210
UniRef90_A0AAY4AXK5/20-391,0.417
UniRef90_UPI001C4DA87F/131-500,0.497
UniRef90_A0A3B4D777/114-508,0.427
UniRef90_B3S2V4/1-341,0.254
UniRef90_A0A7K7MJD1/3-340,0.194
UniRef90_A0A8C4RE97/3-334,0.199
UniRef90_A0A9P3ERQ0/337-703,0.218
UniRef90_A0A194VQQ1/435-816,0.246
UniRef90_A0A8C3FYB8/170-526,0.404
UniRef90_A0A8B9KA89/115-509,0.425
UniRef90_A0A9J7YLY5/126-491,0.503
UniRef90_A0ABM1JQC2/139-505,0.402
UniRef90_A0A8H6R0J2/255-621,0.220
UniRef90_A0A3Q3S780/128-498,0.497
UniRef90_A0A6P7JNY7/35-404,0.497
UniRef90_A0A4R8RJE1/439-810,0.223
UniRef90_UPI002FD251AD/123-522,0.399
UniRef90_A0A672Z2W9/127-533,0.417
UniRef90_A0A7L3BI96/1-337,0.819
UniRef90_A0A8D3BVB3/122-501,0.479
UniRef90_UPI0037E8A0DF/157-522,0.435
UniRef90_UPI0035F503BF/118-509,0.438
UniRef90_A0AAN7VMH4/363-728,0.225
UniRef90_A0A3B4AWE6/113-476,0.383
UniRef90_A0A3P9N5L0/128-497,0.479
UniRef90_UPI0003C8CD76/115-479,0.378
UniRef90_A0AA35KTE4/126-513,0.417
UniRef90_A0A7J7QW16/128-489,0.376
UniRef90_A0ABD0M5J7/7-337,0.202
UniRef90_A0A3M7FT53/358-726,0.233
UniRef90_Q4WT56/335-700,0.220
UniRef90_UPI00274067F6/143-522,0.453
UniRef90_N1PTU7/305-715,0.205
UniRef90_A0A8I5U9L0/3-379,0.199
UniRef90_A0A9W9CAS7/363-728,0.249
UniRef90_A0AAV2IUV9/87-446,0.389
UniRef90_A0A397JKF9/506-870,0.262
UniRef90_UPI0035A303DD/96-466,0.554
UniRef90_A0A168DEH7/621-999,0.225
UniRef90_A0ABD0W796/124-539,0.402
UniRef90_A0A914VI60/119-487,0.228
UniRef90_A0A317WD61/26-384,0.215
UniRef90_A0A1Y1ZY25/286-687,0.215
UniRef90_A0A6P8BA06/451-846,0.233
UniRef90_A0A2K3QDQ6/411-789,0.215
UniRef90_A0A9Q1HU72/122-511,0.415
UniRef90_A0A814UM58/190-545,0.233
UniRef90_A0ABR3WF28/212-596,0.241
UniRef90_G0SGH5/232-623,0.192
UniRef90_A0AAX6MPT5/233-624,0.192
UniRef90_A0A0C4DVC8/216-615,0.205
UniRef90_A0A8B6Y7V9/133-509,0.655
UniRef90_UPI00351ED7AF/120-496,0.484
UniRef90_UPI0013765508/131-513,0.404
UniRef90_A0ABR0SF56/422-799,0.244
UniRef90_A0A135U6J3/454-826,0.228
UniRef90_A0A9F2QXV8/126-511,0.409
UniRef90_A0A816BKE5/189-545,0.233
UniRef90_A0A9Q1D8V9/3-334,0.199
UniRef90_UPI0023ECB1D8/115-479,0.363
UniRef90_UPI002541FF81/134-509,0.412
UniRef90_UPI0020085A84/230-621,0.194
UniRef90_A0AAX6NWQ5/138-509,0.630
UniRef90_A0A2V1ED49/400-751,0.231
UniRef90_A0A9N9QQK7/4-334,0.210
UniRef90_UPI003B5A1340/114-480,0.391
UniRef90_A0A8C8WQT4/132-486,0.360
UniRef90_A0A670YD51/127-505,0.640
UniRef90_A0A9P9FSQ5/449-824,0.212
UniRef90_W5NF22/3-334,0.202
UniRef90_UPI001899E92D/119-520,0.409
UniRef90_Q6T421/130-525,0.549
UniRef90_A0A6J1U7Z5/137-512,0.635
UniRef90_A0A135TFZ2/217-605,0.199
UniRef90_A0AA49JBT1/113-496,0.417
UniRef90_A0A4W5QQU9/141-513,0.508
UniRef90_R8BC80/275-657,0.218
UniRef90_UPI001E269DFC/97-500,0.368
UniRef90_UPI0035A2FB26/31-370,0.215
UniRef90_UPI00242C29FB/113-521,0.404
UniRef90_UPI001CE140D5/124-500,0.490
UniRef90_A0A0F4YFD6/270-629,0.220
UniRef90_A0A4W4ELA6/130-499,0.490
UniRef90_A0A010RH54/453-827,0.218
UniRef90_A0AAI8Z8V8/352-714,0.238
UniRef90_A0A175W6V9/209-601,0.192
UniRef90_UPI0039FD1474/127-570,0.399
UniRef90_A0A8D0E2G0/121-511,0.412
UniRef90_A0A087Y3X7/3-337,0.199
UniRef90_UPI002A5AE486/133-500,0.516
UniRef90_A0A8C4LWM6/3-342,0.205
UniRef90_A0A1G4BHZ7/445-816,0.212
UniRef90_A0AA40KD89/199-589,0.205
UniRef90_L5LFP9/96-459,0.381
UniRef90_U3KMM5/121-495,0.373
UniRef90_A0A8H4APH1/451-809,0.262
UniRef90_UPI0024049A46/118-507,0.396
UniRef90_B6QS14/267-627,0.223
UniRef90_A0AA39X1R9/248-631,0.236
UniRef90_UPI0023B78CA9/8-337,0.220
UniRef90_A0AA39XKW3/231-621,0.210
UniRef90_A0A8E5HNQ4/451-831,0.228
UniRef90_A0A507AWH0/231-627,0.205
UniRef90_B8LW63/322-684,0.223
UniRef90_UPI001ED7E013/131-500,0.484
UniRef90_A0A0L0N6S4/422-800,0.215
UniRef90_UPI00358F4C61/255-611,0.194
UniRef90_Q1K7V0/212-599,0.218
UniRef90_M5B5N0/126-498,0.443
UniRef90_UPI00189F9180/121-511,0.386
UniRef90_UPI00076759A8/157-520,0.381
UniRef90_A0ABP1PJ85/9-336,0.220
UniRef90_UPI0036DF3B62/135-507,0.402
UniRef90_UPI001C042FA2/128-497,0.479
UniRef90_A0AAE0NBX3/195-586,0.197
UniRef90_UPI001C8A6785/119-484,0.443
UniRef90_A0AAV6S7I7/128-498,0.487
UniRef90_UPI0013776EE1/148-513,0.632
UniRef90_A0A7I8VPS2/521-833,0.241
UniRef90_A0AA37NXH6/447-822,0.220
UniRef90_A0A074Y9G9/374-736,0.207
UniRef90_A0A3B4FC17/109-477,0.490
UniRef90_A0A8H6RLL1/273-685,0.207
UniRef90_UPI0031BB3398/106-450,0.780
UniRef90_A0A074WQ32/210-574,0.220
UniRef90_A0A6G1H8I1/233-602,0.223
UniRef90_A0A6J2V8I8/124-500,0.510
UniRef90_A0A6V8HHX6/337-699,0.220
UniRef90_A0AAJ0GZA4/221-611,0.199
UniRef90_A0AAD9RWU2/8-337,0.202
UniRef90_V9KWD7/93-478,0.417
UniRef90_A0A8H3YL18/738-1101,0.233
UniRef90_A0ABR0TQ73/347-711,0.218
UniRef90_UPI0031D221E0/172-533,0.241
UniRef90_G2Q7Z8/234-633,0.197
UniRef90_A0AAE0P5L4/417-806,0.233
UniRef90_A0A2J6SYS2/278-643,0.215
UniRef90_A0A671V0P3/128-500,0.484
UniRef90_E9DZN3/378-754,0.228
UniRef90_A0A139I956/360-712,0.231
UniRef90_UPI001CC71C3A/141-529,0.415
UniRef90_Q0D1E4/256-620,0.218
UniRef90_UPI00186487B2/134-498,0.544
UniRef90_A0A4W5JPD8/127-563,0.402
UniRef90_A0AAN6Z7H3/207-603,0.197
UniRef90_G3VIL2/142-499,0.391
UniRef90_UPI001C67BD9E/266-570,0.212
UniRef90_A0A7J7E629/279-499,0.391
UniRef90_A0ABR1MJ47/366-756,0.236
UniRef90_UPI0020C5E500/394-775,0.220
UniRef90_A0A0L1J2B1/350-714,0.220
UniRef90_A0A1V4KIZ8/14-359,0.793
UniRef90_A0AA38VD55/214-607,0.189
UniRef90_A0A5N7CX43/151-515,0.215
UniRef90_UPI0013AEB31F/132-532,0.402
UniRef90_A0A2S4L285/306-684,0.215
UniRef90_A0A9D3WUL1/1-345,0.697
UniRef90_A0AAQ4NRS4/133-508,0.402
UniRef90_A0A3B5QZT8/128-497,0.479
UniRef90_A0AAV6QC13/211-515,0.212
UniRef90_UPI002391AF52/421-785,0.246
UniRef90_O57486/144-510,0.588
UniRef90_A0AAJ0CQF1/419-795,0.220
UniRef90_A0A9W7SI17/355-719,0.231
UniRef90_A0A6P3DWX3/8-335,0.205
UniRef90_A0A6A7FZ04/210-568,0.233
UniRef90_UPI0020260972/136-511,0.407
UniRef90_A0ABR1PL63/410-794,0.241
UniRef90_A0AAD5XLG7/281-651,0.244
UniRef90_A0A420XXK9/443-827,0.225
UniRef90_A0A8C6US17/130-466,0.241
UniRef90_A0A8T9B9I6/383-745,0.236
UniRef90_H2UYD9/3-335,0.197
UniRef90_A0AAZ3Q760/74-509,0.402
UniRef90_A0A6J2R997/139-507,0.487
UniRef90_A0AAY4EMV7/114-492,0.505
UniRef90_A0A401RVX6/75-462,0.552
UniRef90_A0A443HPE1/333-698,0.210
UniRef90_A0A1I8H3S8/141-515,0.244
UniRef90_A0A6A6DSS3/312-713,0.199
UniRef90_A0AA40BHN7/432-824,0.236
UniRef90_A0A2S6C6P7/383-735,0.233
UniRef90_UPI00087521DB/4-332,0.212
UniRef90_A0ABY0H4Z1/388-768,0.228
UniRef90_UPI003981659C/128-497,0.490
UniRef90_A0A3Q3IJ62/110-487,0.412
UniRef90_A0A3B4DTY4/133-497,0.510
UniRef90_A0A8H6FXV7/345-714,0.225
UniRef90_A0AAN7C527/415-802,0.220
UniRef90_UPI003BFA252C/141-525,0.552
UniRef90_A0A9P4NTP4/215-579,0.223
UniRef90_A0A6P8B5P4/191-580,0.218
UniRef90_A0A091ECM1/118-478,0.370
UniRef90_A0AAV1NSE3/131-500,0.495
UniRef90_A0ABR2J638/453-860,0.228
UniRef90_UPI00398EADFE/145-531,0.490
UniRef90_UPI003463D64D/3-334,0.199
UniRef90_A0AAE1C9Y0/179-569,0.210
UniRef90_UPI001FD156C5/126-493,0.360
UniRef90_A0A2Y9KJ80/124-493,0.358
UniRef90_G2R4Q4/422-810,0.212
UniRef90_A0A9D3XBX5/130-485,0.386
UniRef90_A0A9B0T004/126-497,0.370
UniRef90_UPI003CCD1D22/238-603,0.205
UniRef90_A0AAJ0BG87/440-840,0.238
UniRef90_A0A2I2FTE0/296-656,0.215
UniRef90_UPI0033225E0D/174-533,0.238
UniRef90_A0AAN6X392/482-852,0.218
UniRef90_A0A8S2JGW2/176-534,0.238
UniRef90_UPI003B82D6A6/132-499,0.497
UniRef90_A0A364KPM1/341-694,0.220
UniRef90_UPI002F34F19A/130-499,0.482
UniRef90_UPI0022FE6763/365-731,0.215
UniRef90_UPI001446AC8B/230-621,0.187
UniRef90_A0A9W4XDC6/442-790,0.228
UniRef90_UPI003462EAB2/131-513,0.404
UniRef90_A0ABR3XH52/234-638,0.205
UniRef90_A0A6A6QWF2/403-769,0.233
UniRef90_A0A8D0C551/148-509,0.622
UniRef90_UPI001BE7D2CD/127-500,0.490
UniRef90_A0AAW0QA80/438-832,0.238
UniRef90_A0AAN6NSU4/445-840,0.218
UniRef90_A0AAW1FBI2/119-515,0.417
UniRef90_A0A9P4NBK2/302-703,0.210
UniRef90_UPI001B7E1C23/3-363,0.552
UniRef90_UPI001FAE5DDE/135-506,0.394
UniRef90_A0A8C8JR30/117-493,0.518
UniRef90_A0A8B8CQM6/33-372,0.210
UniRef90_UPI001C81ADBD/409-793,0.238
UniRef90_A0A7C8I395/396-759,0.231
UniRef90_A0A6A6JPD3/314-716,0.192
UniRef90_A0A9N8JZB7/388-751,0.220
UniRef90_M3B059/317-727,0.207
UniRef90_UPI001A9A20FA/122-561,0.417
UniRef90_G1MGP9/132-493,0.355
UniRef90_A0A9Q1FIY8/71-435,0.503
UniRef90_A0A9W7SLZ2/306-718,0.210
UniRef90_A0A815IE38/154-518,0.241
UniRef90_A0ABM0JS64/3-335,0.207
UniRef90_A0A179G3X2/364-738,0.231
UniRef90_A0A8K0THR8/212-607,0.199
UniRef90_A0AA40HLQ5/361-684,0.218
UniRef90_UPI0024BD764F/130-495,0.396
UniRef90_A0A813SUJ5/167-535,0.233
UniRef90_A0ABR1UD36/449-853,0.225
UniRef90_A0A672SQ85/116-485,0.505
UniRef90_A0A2Y9D8M4/132-509,0.658
UniRef90_A0A671FZ14/188-548,0.370
UniRef90_A0A8C5PKK3/140-505,0.549
UniRef90_UPI001B7F1F59/126-520,0.552
UniRef90_A0A3B3IIK7/127-494,0.484
UniRef90_A0A8D2KWW6/121-492,0.394
UniRef90_A0A4U0UDP3/308-725,0.212
UniRef90_A0AAN6VVX6/408-813,0.212
UniRef90_UPI001E8E16CC/362-728,0.218
UniRef90_A0A1B7NSR9/346-715,0.233
UniRef90_UPI002455DE5A/132-529,0.459
UniRef90_A0ABR0F5U6/354-707,0.223
UniRef90_A0A395HYW5/261-626,0.215
UniRef90_UPI0038310E7F/138-518,0.536
UniRef90_A0A9P8J500/373-735,0.215
UniRef90_A0A6L2Q3C4/157-506,0.223
UniRef90_A0A673T5E6/190-544,0.363
UniRef90_UPI00232A481B/35-405,0.482
UniRef90_M2T5F8/253-655,0.207
UniRef90_A0A1J7J8L3/215-605,0.189
UniRef90_G2XF37/412-813,0.236
UniRef90_A0A6A6CXZ4/275-685,0.194
UniRef90_A0AAW1AZF7/130-512,0.402
UniRef90_UPI001ABE4A1E/133-500,0.373
UniRef90_A0AAV9JES4/380-730,0.231
UniRef90_A0A1V8THZ0/287-694,0.202
UniRef90_A0A9Q8Z544/424-778,0.231
UniRef90_A0A6A6D0L8/342-695,0.231
UniRef90_F7VV52/448-841,0.228
UniRef90_A0A2P5HHK8/395-785,0.246
